Data location,Date born,Date imaged,Date screened/Initial feedback,End of imaging time,Imaged Locations,Mounting Orientation,Start of imaging time,Time mounted,Time placed in scope,Unique Targets,Unique Targets with blanks,ZF female genotype,ZF male genotype,additional mRNAs injected,additional plasmids injected,additonal dye and chemicals,additonal proteins injected,dataset,date_experiment,date_mount,fish,genotype_allele_codes,genotype_base_codes,mount_id,parent_female,parent_male,roi_dir,roi_name,roi_rel,roi_tiffs,treatment_plasmid_base_codes,treatment_rna_base_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
,,,,,,,,,,,,,,,,,,aang,20251013_mem-histone,,fish3_96hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish3_96hpf_roi1,fish3_96hpf_roi1,fish3_96hpf_roi1,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251013_mem-histone,,fish3_96hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish3_96hpf_roi2,fish3_96hpf_roi2,fish3_96hpf_roi2,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251013_mem-histone,,fish3_96hpf_roi3,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish3_96hpf_roi3,fish3_96hpf_roi3,fish3_96hpf_roi3,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251013_mem-histone,,fish3_96hpf_roi4,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251013_mem-histone/fish3_96hpf_roi4,fish3_96hpf_roi4,fish3_96hpf_roi4,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish1_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish1_48hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish1_48hpf_roi2,fish1_48hpf_roi2,fish1_48hpf_roi2,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish1_48hpf_roi3,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish1_48hpf_roi3,fish1_48hpf_roi3,fish1_48hpf_roi3,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish2_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish2_48hpf_roi1,fish2_48hpf_roi1,fish2_48hpf_roi1,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish3_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish3_48hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish4_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish4_48hpf_roi1,fish4_48hpf_roi1,fish4_48hpf_roi1,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish4_48hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish4_48hpf_roi2,fish4_48hpf_roi2,fish4_48hpf_roi2,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish4_48hpf_roi3,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish4_48hpf_roi3,fish4_48hpf_roi3,fish4_48hpf_roi3,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish5_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish5_48hpf_roi1,fish5_48hpf_roi1,fish5_48hpf_roi1,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251015_mem-histone,,fish6_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251015_mem-histone/fish6_48hpf_roi1,fish6_48hpf_roi1,fish6_48hpf_roi1,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251016_mem-mito,,fish1_72hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251016_mem-mito/fish1_72hpf_roi1,fish1_72hpf_roi1,fish1_72hpf_roi1,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251016_mem-mito_v2,,fish1_72hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251016_mem-mito_v2/fish1_72hpf_roi1,fish1_72hpf_roi1,fish1_72hpf_roi1,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251016_mem-mito_v2,,fish1_72hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251016_mem-mito_v2/fish1_72hpf_roi2,fish1_72hpf_roi2,fish1_72hpf_roi2,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251017_nuclear_envelope,,fish1_24hpf_roi1_test,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251017_nuclear_envelope/fish1_24hpf_roi1_test,fish1_24hpf_roi1_test,fish1_24hpf_roi1_test,8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,aang,20251017_nuclear_envelope,,fish1_24hpf_roi1_test_SIM,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251017_nuclear_envelope/fish1_24hpf_roi1_test_SIM,fish1_24hpf_roi1_test_SIM,fish1_24hpf_roi1_test_SIM,256,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish1_72hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi1,fish1_72hpf_roi1,fish1_72hpf_roi1,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish1_72hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi2,fish1_72hpf_roi2,fish1_72hpf_roi2,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish1_72hpf_roi3,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi3,fish1_72hpf_roi3,fish1_72hpf_roi3,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish1_72hpf_roi4,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi4,fish1_72hpf_roi4,fish1_72hpf_roi4,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish1_72hpf_roi5,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi5,fish1_72hpf_roi5,fish1_72hpf_roi5,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish1_72hpf_roi6,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi6,fish1_72hpf_roi6,fish1_72hpf_roi6,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish1_72hpf_roi7,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish1_72hpf_roi7,fish1_72hpf_roi7,fish1_72hpf_roi7,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish2_72hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish2_72hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish3_72hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish3_72hpf_roi1,fish3_72hpf_roi1,fish3_72hpf_roi1,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish3_72hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish3_72hpf_roi2,fish3_72hpf_roi2,fish3_72hpf_roi2,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251020_mem-histone,,fish3_72hpf_roi3,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251020_mem-histone/fish3_72hpf_roi3,fish3_72hpf_roi3,fish3_72hpf_roi3,3072,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish1_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish1_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish2_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish2_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish3_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish3_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish3_24hpf_roi2,fish3_24hpf_roi2,fish3_24hpf_roi2,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish4_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish5_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish6_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish6_24hpf_roi1,fish6_24hpf_roi1,fish6_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito,,fish6_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish6_24hpf_roi2,fish6_24hpf_roi2,fish6_24hpf_roi2,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito_v2,,fish1_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito_v2,,fish2_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito_v2,,fish2_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito_v2,,fish4_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito_v2,,fish4_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito_v2,,fish4_24hpf_roi3,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi3,fish4_24hpf_roi3,fish4_24hpf_roi3,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251021_mem-mito_v2,,fish4_24hpf_roi4,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi4,fish4_24hpf_roi4,fish4_24hpf_roi4,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251022_mem-mito,,fish1_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251022_mem-mito,,fish3_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251022_mem-mito,,fish3_48hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251022_mem-mito,,fish4_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish4_48hpf_roi1,fish4_48hpf_roi1,fish4_48hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251023_mem-mito,,fish1_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251023_mem-mito,,fish1_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251023_mem-mito,,fish3_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251027_mem-histone,,fish1_120hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish1_120hpf_roi1,fish1_120hpf_roi1,fish1_120hpf_roi1,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251027_mem-histone,,fish1_120hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish1_120hpf_roi2,fish1_120hpf_roi2,fish1_120hpf_roi2,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251027_mem-histone,,fish3_120hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi1,fish3_120hpf_roi1,fish3_120hpf_roi1,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251027_mem-histone,,fish3_120hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi2,fish3_120hpf_roi2,fish3_120hpf_roi2,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251027_mem-histone,,fish3_120hpf_roi3,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi3,fish3_120hpf_roi3,fish3_120hpf_roi3,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251027_mem-histone,,fish3_120hpf_roi4,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi4,fish3_120hpf_roi4,fish3_120hpf_roi4,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251027_mem-histone,,fish3_120hpf_roi5,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi5,fish3_120hpf_roi5,fish3_120hpf_roi5,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251027_mem-histone,,fish3_120hpf_roi6,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi6,fish3_120hpf_roi6,fish3_120hpf_roi6,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251027_mem-histone,,fish3_120hpf_roi7,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251027_mem-histone/fish3_120hpf_roi7,fish3_120hpf_roi7,fish3_120hpf_roi7,4608,,,,,,,,,,,"histone,membrane",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-mito,,fish1_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-mito/fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,989,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi,,fish1_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,1911,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi,,fish4_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,612,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi,,fish4_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,612,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi,,fish5_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,612,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi,,fish5_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi/fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,612,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi2,,fish1_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,612,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi2,,fish2_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,612,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi2,,fish4_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,612,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi2,,fish5_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,816,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251028_mem-peroxi2,,fish6_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251028_mem-peroxi2/fish6_24hpf_roi1,fish6_24hpf_roi1,fish6_24hpf_roi1,816,,,,,,,,,,,"membrane,peroxisome",
,,,,,,,,,,,,,,,,,,aang,20251029_peroxi,,fish1_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251029_peroxi/fish1_roi1,fish1_roi1,fish1_roi1,2,,,,,,,,,,,peroxisome,
,,,,,,,,,,,,,,,,,,aang,20251105_mem-mito,,fish1_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,408,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251105_mem-mito,,fish2_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,408,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251105_mem-mito,,fish2_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,340,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251105_mem-mito,,fish3_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251105_mem-mito,,fish3_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish3_24hpf_roi2,fish3_24hpf_roi2,fish3_24hpf_roi2,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251105_mem-mito,,fish4_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251105_mem-mito,,fish4_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251105_mem-mito,,fish5_24hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251105_mem-mito,,fish5_24hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251105_mem-mito/fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251106_mem-mito,,fish1_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251106_mem-mito,,fish1_48hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish1_48hpf_roi2,fish1_48hpf_roi2,fish1_48hpf_roi2,544,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251106_mem-mito,,fish2_48hpf_roi1,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi1,fish2_48hpf_roi1,fish2_48hpf_roi1,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251106_mem-mito,,fish2_48hpf_roi2,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi2,fish2_48hpf_roi2,fish2_48hpf_roi2,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251106_mem-mito,,fish2_48hpf_roi3,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi3,fish2_48hpf_roi3,fish2_48hpf_roi3,272,,,,,,,,,,,"membrane,mitochondria",
,,,,,,,,,,,,,,,,,,aang,20251106_mem-mito,,fish2_48hpf_roi4,,,,,,/clusterfs/vast/abcabc/Aang_Foundation/20251106_mem-mito/fish2_48hpf_roi4,fish2_48hpf_roi4,fish2_48hpf_roi4,272,,,,,,,,,,,"membrane,mitochondria",
